,step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
316,317,2646336,20288,0.0067937680096297,0.9375,0.9375,,,,,
317,318,2661248,20352,0.0035046143155576,0.890625,0.890625,,,,,
318,319,2666944,20416,0.0098176056600253,0.859375,0.859375,,,,,
319,320,2679296,20480,0.0050416657881786,0.796875,0.796875,,,,,
320,321,2687552,20544,0.0066832638725117,0.875,0.875,0.0081697918521635,0.859375,0.859375,,
321,322,2695296,20608,0.0062133900317058,0.890625,0.890625,,,,,
322,323,2702016,20672,0.0075049447340448,0.890625,0.890625,,,,,
323,324,2713344,20736,0.0043913092014524,0.921875,0.921875,,,,,
324,325,2721088,20800,0.0068591736330804,0.84375,0.84375,,,,,
325,326,2726784,20864,0.0103317983148474,0.8125,0.8125,,,,,
326,327,2743232,20928,0.0028779477718984,0.90625,0.90625,,,,,
327,328,2748416,20992,0.0101013809302179,0.890625,0.890625,,,,,
328,329,2754624,21056,0.0103117099895238,0.828125,0.828125,0.008702612772205,0.890625,0.890625,,
329,330,2764928,21120,0.0045935913449675,0.859375,0.859375,,,,,
330,331,2771136,21184,0.0080902497926599,0.890625,0.890625,,,,,
331,332,2777344,21248,0.0070407257081305,0.921875,0.921875,,,,,
332,333,2789184,21312,0.0041729187085664,0.90625,0.90625,,,,,
333,334,2797952,21376,0.0057090472190139,0.859375,0.859375,,,,,
334,335,2812864,21440,0.004050802230674,0.890625,0.890625,,,,,
335,336,2820096,21504,0.0085874461161238,0.84375,0.84375,,,,,
336,337,2826304,21568,0.0080938806012215,0.921875,0.921875,0.0035550481390661,0.875,0.875,,
337,338,2833536,21632,0.0071480026636352,0.84375,0.84375,,,,,
338,339,2845888,21696,0.0055967667964406,0.71875,0.71875,,,,,
339,340,2851584,21760,0.0086419984094766,0.875,0.875,,,,,
340,341,2857280,21824,0.009381940689986,0.84375,0.84375,,,,,
341,342,2862976,21888,0.0094774179864884,0.859375,0.859375,,,,,
342,343,2869696,21952,0.0090961520071249,0.828125,0.828125,,,,,
343,344,2876928,22016,0.0069845112755606,0.875,0.875,,,,,
344,345,2883136,22080,0.0070806811334958,0.921875,0.921875,0.0081177157631514,0.9375,0.9375,,
345,346,2888320,22144,0.0090775193704267,0.9375,0.9375,,,,,
346,347,2894528,22208,0.0081164694590019,0.859375,0.859375,,,,,
347,348,2906880,22272,0.0045458790982533,0.84375,0.84375,,,,,
348,349,2912576,22336,0.0104867320920005,0.90625,0.90625,,,,,
349,350,2926976,22400,0.0033749459981577,0.921875,0.921875,,,,,
350,351,2934208,22464,0.0073476889200957,0.859375,0.859375,,,,,
351,352,2941440,22528,0.0063255938684159,0.90625,0.90625,,,,,
352,353,2947648,22592,0.0091315724809399,0.84375,0.84375,0.0043699989757703,0.890625,0.890625,,
353,354,2953344,22656,0.0093657676334532,0.828125,0.828125,,,,,
354,355,2960064,22720,0.0077518742702205,0.890625,0.890625,,,,,
355,356,2971904,22784,0.0051366263028867,0.859375,0.859375,,,,,
356,357,2987328,22848,0.0035197580094079,0.890625,0.890625,,,,,
357,358,2996608,22912,0.0066457990768648,0.796875,0.796875,,,,,
358,359,3002304,22976,0.0100189269208982,0.828125,0.828125,,,,,
359,360,3014144,23040,0.0041907372692856,0.953125,0.953125,,,,,
360,361,3021376,23104,0.0067007432441732,0.9375,0.9375,0.0086074678698716,0.84375,0.84375,,
361,362,3028096,23168,0.0081938340709124,0.859375,0.859375,,,,,
362,363,3041472,23232,0.0039827498479931,0.859375,0.859375,,,,,
363,364,3058944,23296,0.0039187866456493,0.78125,0.78125,,,,,
364,365,3065664,23360,0.0062833214203863,0.921875,0.921875,,,,,
365,366,3076992,23424,0.0038396664410872,0.96875,0.96875,,,,,
366,367,3091392,23488,0.0036221381009703,0.890625,0.890625,,,,,
367,368,3098624,23552,0.0066319876787323,0.921875,0.921875,,,,,
